subject_id,component,condition,latency_frac_area_ms,mean_amplitude_roi,peak_latency_ms,peak_amplitude_roi,n_epochs,baseline_noise_uv,snr,collapsed_peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms
02,P1,3 to 1,110.05713486665991,2.214573747872899,116.0,5.903807905497537,8,1.378602510210561,1.6063903347562132,108.0,87.90245179535944,119.24411904397186,31.341667248612424
02,N1,3 to 1,nan,0.6056756430785537,172.0,-1.4145784807364221,8,1.393642824782845,0.43459890318233374,172.0,139.5907931679083,210.8977711952458,71.30697802733752
02,P3b,3 to 1,469.9648998373962,3.71519871746175,448.0,5.543687698730579,8,1.0701184137928115,3.4717641240225023,476.0,425.4204687642522,541.7756580371654,116.35518927291321
02,Fz,3 to 1,89.42089000904998,0.23091140726220416,88.0,2.5687017866359447,8,1.5852360953471543,0.1456637329543246,104.0,87.53888216229473,118.52911115478696,30.990228992492234
02,P1,3 to 2,nan,-0.31894567931587203,88.0,1.094757554409223,7,1.0121572584519294,0.3151147478838337,108.0,87.90245179535944,119.24411904397186,31.341667248612424
02,N1,3 to 2,164.58210754992848,-2.2605374062064065,144.0,-3.567080217879907,7,0.6682812424160611,3.382613879799775,172.0,139.5907931679083,210.8977711952458,71.30697802733752
02,P3b,3 to 2,466.830680410154,3.7902836254979455,440.0,5.971581049471348,7,1.1600413444453959,3.267369429242233,476.0,425.4204687642522,541.7756580371654,116.35518927291321
02,Fz,3 to 2,105.73243326448073,0.9620131616209848,116.0,1.497788128637382,7,1.0244648114086499,0.9390397316801996,104.0,87.53888216229473,118.52911115478696,30.990228992492234
02,P1,3 to 4,nan,-0.8737030084564533,116.0,1.6903069218604752,7,1.1728929449094987,0.7449128347548113,108.0,87.90245179535944,119.24411904397186,31.341667248612424
02,N1,3 to 4,158.11128571099076,-0.8712606460711633,160.0,-3.842233560988282,7,0.9504176847654634,0.916713419833056,172.0,139.5907931679083,210.8977711952458,71.30697802733752
02,P3b,3 to 4,514.3737115085444,1.2245212635633183,540.0,3.514733962057129,7,1.1491693738318396,1.0655707430491488,476.0,425.4204687642522,541.7756580371654,116.35518927291321
02,Fz,3 to 4,97.20789926435314,3.314164708967717,88.0,5.415118423524725,7,0.9576381501323763,3.460769298413595,104.0,87.53888216229473,118.52911115478696,30.990228992492234
02,P1,3 to 5,100.92065184674465,2.646955425795571,100.0,3.734430815468656,8,1.6131656823499814,1.6408453606201285,108.0,87.90245179535944,119.24411904397186,31.341667248612424
02,N1,3 to 5,157.23609354565102,-2.7471197676894343,152.0,-5.857707164201075,8,1.5036872004998685,1.8269223591024872,172.0,139.5907931679083,210.8977711952458,71.30697802733752
02,P3b,3 to 5,514.6171722781293,0.5764694946051659,496.0,2.78724657893672,8,0.7443453206563821,0.7744651287615013,476.0,425.4204687642522,541.7756580371654,116.35518927291321
02,Fz,3 to 5,nan,-3.400492543563729,116.0,-2.3221404354912107,8,1.3218993631330906,2.572429216929249,104.0,87.53888216229473,118.52911115478696,30.990228992492234
02,P1,3 to 6,nan,-2.429193172868435,104.0,-2.1023563994114896,6,1.4609570210396232,1.6627410237844031,108.0,87.90245179535944,119.24411904397186,31.341667248612424
02,N1,3 to 6,159.35275549101297,-2.3085707811697187,156.0,-4.608048805167388,6,1.7713199199661345,1.303305379873928,172.0,139.5907931679083,210.8977711952458,71.30697802733752
02,P3b,3 to 6,461.7083132960831,1.8795821995098225,428.0,4.392523435037398,6,1.5893055898340522,1.1826436725149123,476.0,425.4204687642522,541.7756580371654,116.35518927291321
02,Fz,3 to 6,97.89446562186866,1.158036566509726,88.0,1.794139242367314,6,1.170398348103775,0.9894379707438268,104.0,87.53888216229473,118.52911115478696,30.990228992492234
03,P1,3 to 1,112.98958217309637,0.6847223464365534,116.0,3.2477093841112383,6,2.721872822425956,0.25156294621666886,108.0,87.90245179535944,119.24411904397186,31.341667248612424
03,N1,3 to 1,188.63862871370253,-2.2615602354427455,184.0,-6.04715173876841,6,2.9550622662123187,0.7653172866443602,172.0,139.5907931679083,210.8977711952458,71.30697802733752
03,P3b,3 to 1,nan,-3.545733775519877,540.0,-0.20109196612121372,6,2.4980108444372733,1.419422891384054,476.0,425.4204687642522,541.7756580371654,116.35518927291321
03,Fz,3 to 1,89.53071233137469,-0.1047006935187893,100.0,1.2832670413580505,6,2.7669977303669397,0.03783909627743158,104.0,87.53888216229473,118.52911115478696,30.990228992492234
03,P1,3 to 2,103.02623369683243,2.644992837027695,108.0,3.3178559728806363,7,1.1535022046699646,2.293010647330726,108.0,87.90245179535944,119.24411904397186,31.341667248612424
03,N1,3 to 2,173.4310511350101,-6.473413811663939,144.0,-7.80998982777287,7,1.098536263950372,5.892762964770351,172.0,139.5907931679083,210.8977711952458,71.30697802733752
03,P3b,3 to 2,529.063479803559,0.3780170178824702,540.0,2.322139109352699,7,1.6349464910577691,0.2312106359137801,476.0,425.4204687642522,541.7756580371654,116.35518927291321
03,Fz,3 to 2,nan,-1.4657157723847778,88.0,0.5228363252557034,7,1.0579193757520533,1.3854702030982562,104.0,87.53888216229473,118.52911115478696,30.990228992492234
03,P1,3 to 4,102.27600319641657,6.280541545922517,104.0,7.391743592575373,8,1.9685480116034708,3.1904436716312214,108.0,87.90245179535944,119.24411904397186,31.341667248612424
03,N1,3 to 4,168.51915148590567,-4.504367248692655,148.0,-6.392790460113335,8,2.8720410179985705,1.5683505982207728,172.0,139.5907931679083,210.8977711952458,71.30697802733752
